loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,annual_inc,issue_d,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,term_ 36 months,term_ 60 months,emp_length_1 year,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
6000,6000,6000,0.0714,185.65,0,42000,5,13.63,0,0,10,0,16295,0.592,34,0,0,0,2784.75,2784.75,438.34,0,21,185.65,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,2500,2500,0.1472,86.33,2,46500,5,7.59,0,2,2,0,7352,0.875,7,0,0,0,3098.98244,3098.98,598.98,0,44,215.07,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7400,7400,7400,0.1112,161.34,1,21636,5,20.19,0,0,8,0,2267,0.17,16,0,0,0,9657.660007,9657.66,2257.66,0,63,1125.43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,4200,4200,0.1112,137.75,1,26400,5,22.14,0,1,6,0,158,0.105,15,0,0,0,4877.698547,4877.7,677.7,0,35,1587.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,25000,24900,0.1361,849.72,2,54000,5,16.31,0,1,7,0,26479,0.942,16,0,0,0,6797.76,6770.52,2105.15,0,20,30.48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.1398,136.68,2,15000,5,15.2,0,0,4,0,6438,0.678,6,0,0,0,4920.513901,4920.51,920.51,0,37,145.06,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15250,15250,15200,0.1186,505.5,1,52000,5,15.6,0,3,8,0,14551,0.746,14,0,0,0,18199.22972,18139.56,2949.23,0,37,544.97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1600,1600,1600,0.1521,38.25,3,58900,5,12.27,0,2,9,0,11078,0.931,31,0,0,0,191.25,191.25,98.47,0,16,38.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21600,21600,21325,0.1186,478.96,1,50000,5,17.26,0,1,10,0,20109,0.51,37,0,0,0,28737.05998,28371.19,7137.06,0,61,506.82,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,6950,0.1682,248.95,4,65000,5,9.54,0,0,4,0,7234,0.991,8,0,0,0,8542.216868,8481.2,1542.22,0,32,1279.26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7200,7200,7200,0.1398,246.01,2,50000,5,12.62,0,0,5,0,6948,0.731,12,0,0,0,7746.715874,7746.72,546.72,0,19,6274.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.1904,103.86,5,24000,5,9.45,0,0,4,0,2669,0.763,5,0,0,0,4826.342446,4826.34,826.34,0,22,3480.84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4000,4000,4000,0.1632,97.96,3,52000,5,2.15,0,0,6,0,3514,0.748,12,0,0,0,4108.316796,4108.32,108.32,0,10,4010.89,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,24875,24725,0.1904,645.82,5,120000,5,22.47,0,0,15,0,54109,0.957,36,0,0,0,37622.58292,37395.71,12747.58,0,56,9279.53,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.0788,97.06,0,19200,5,7.88,0,1,6,0,4191,0.182,16,0,0,0,5822.959958,5822.96,1022.96,0,61,110.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,5000,5000,0.1323,169.03,2,32004,5,16.24,0,1,9,0,6879,0.709,15,0,0,0,6085.514517,6085.51,1085.51,0,37,180.71,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9600,9600,9575,0.1595,233.2,3,48000,5,14.25,0,0,6,0,14108,0.995,22,0,0,0,12234.46515,12202.6,2634.47,0,25,6884.59,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,4200,4200,0.1186,93.13,1,24000,5,21,0,3,3,0,281,0.401,8,0,0,0,5587.790003,5587.79,1387.79,0,61,102.87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9950,0.1186,221.74,1,43000,5,23.27,0,0,11,0,14717,0.458,36,0,0,0,13304.21,13237.69,3304.21,0,61,249.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6500,6500,6500,0.1398,222.1,2,58000,5,22.92,0,1,20,0,48345,0.818,35,0,0,0,7970.432522,7970.43,1470.43,0,36,1101.82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,5975,0.0714,185.65,0,25800,5,8.6,0,0,9,0,2444,0.16,14,0,0,0,6667.267734,6639.49,667.27,0,43,1106.57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,10000,0.1595,351.33,3,60000,5,6.34,0,0,7,0,7202,0.546,16,0,0,0,12630.96095,12630.96,2630.96,0,41,605.36,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,17650,17525,0.1398,410.51,2,244000,5,5.33,2,0,8,0,18477,0.041,26,0,0,0,23120.22273,22956.48,5470.22,0,44,9586.62,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14000,14000,13800,0.0751,435.56,0,116000,5,5.44,0,2,9,0,5021,0.212,29,0,0,0,14904.8892,14691.96,904.89,0,23,34.48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,10800,10800,0.1558,260.24,3,43700,5,20.87,0,2,8,1,10538,0.792,15,0,0,0,12495.33729,12495.34,1695.34,0,23,9376.08,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3600,3600,3600,0.1186,119.34,1,39000,5,10.28,2,2,4,0,1936,0.668,29,0,0,0,4296.330528,4296.33,696.33,0,37,133.14,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24000,24000,22386.6843,0.1361,553.6,2,155000,5,12.29,0,2,18,0,5335,0.249,20,0,0,0,28995.45097,26351.56,4995.45,0,32,17942.36,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13000,13000,12950,0.1361,441.86,2,130000,5,13.18,0,0,7,0,35650,0.914,16,0,0,0,15012.91792,14955.18,2012.92,0,27,2641.17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,0.0751,31.12,0,84000,5,15.81,0,1,8,0,21839,0.567,23,0,0,0,1118.851969,1118.85,118.85,0,44,127.49,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,15000,14975,0.1149,329.82,1,60000,5,20.36,0,1,8,0,13292,0.502,15,0,0,0,19788.71002,19755.73,4788.71,0,61,401.59,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.0751,186.67,0,93000,5,9.57,0,0,7,0,2357,0.203,12,0,0,0,5486.71,5486.71,685.75,0,40,186.67,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9000,9000,9000,0.0714,278.48,0,33000,5,10.44,0,0,7,0,567,0.083,11,0,0,0,9264.87751,9264.88,264.88,0,13,211.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.1112,131.19,1,18000,5,9.67,0,1,7,1,5515,0.664,10,0,0,0,4723.129147,4723.13,723.13,0,37,157.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000,3000,3000,0.1112,98.39,1,33189,5,21.91,0,0,6,0,20390,0.971,16,0,0,0,3542.277913,3542.28,542.28,0,37,114.07,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,10000,10000,0.1472,345.29,2,38400,5,20.28,0,1,8,0,11162,0.971,17,0,0,0,12431.33202,12431.33,2431.33,0,37,364.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.1645,122.79,4,33600,5,20.89,0,3,12,1,9391,0.552,20,0,0,0,7367.31,7367.31,2367.31,0,61,127.42,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8000,8000,8000,0.0714,247.53,0,60000,5,2.32,0,0,6,0,4035,0.26,9,0,0,0,8882.568094,8882.57,882.57,0,43,523.16,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14400,14400,9859.350697,0.1632,508.54,3,60000,5,4.04,0,1,19,0,8840,0.589,23,0,0,0,18307.67394,11689.69,3907.67,0,37,513.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3500,3500,3475,0.1558,122.33,3,24000,5,9.95,0,2,9,0,5301,0.51,11,0,0,0,395.2,392.39,89.65,0,10,122.33,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8800,8800,8796.297811,0.1361,202.99,2,92400,5,20.14,0,0,15,0,11370,0.243,29,0,0,0,11850.78545,11843.95,3050.79,0,55,3347.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15250,15250,14975,0.1112,332.49,1,58000,5,12.83,0,1,9,0,28533,0.502,39,0,0,0,18118.12851,17791.39,2868.13,0,25,10488.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24000,24000,24000,0.1186,532.18,1,85000,5,13.45,0,0,16,0,22676,0.629,40,0,0,0,31946.24002,31946.24,7920.98,25.26000006,66,1607.77,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24500,24500,24175,0.1323,560.34,2,71004,5,9.48,0,2,8,0,28006,0.755,30,0,0,0,32832.95626,32397.42,8332.96,0,48,8757.57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,21000,20750,0.1075,685.03,1,84000,5,8.04,0,1,5,0,0,0,23,0,0,0,24662.24307,24368.65,3662.24,0,37,729.46,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,12000,11975,0.1558,289.15,3,99000,5,2.52,1,2,12,0,137,0.017,25,0,0,0,15527.71179,15495.36,3527.71,0,33,8022.03,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13500,13500,13500,0.1323,456.37,2,63000,5,18.29,0,0,17,0,30772,0.726,35,0,0,0,16430.57966,16430.58,2930.58,0,37,476.88,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.0751,248.89,0,26400,5,8.86,0,1,8,0,7375,0.338,13,0,0,0,8859.838404,8859.84,859.84,0,35,2905.21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4500,0.0676,138.46,0,52800,5,11.39,0,1,10,0,5822,0.318,24,0,0,0,4773.564533,4773.56,273.56,0,24,12.75,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,2500,2500,0.1682,88.91,4,20004,5,17.34,0,0,5,0,8566,0.985,9,0,0,0,3200.87112,3200.87,700.87,0,37,97.97,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12250,12250,11996.43189,0.1558,295.17,3,30000,5,20.36,0,0,10,0,9454,0.61,22,0,0,0,17710.14999,17341.52,5460.15,0,61,312.75,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400,3400,3400,0.1149,112.11,1,76145,5,14.06,0,3,10,0,10030,0.58,41,0,0,0,1233.21,1233.21,289.58,0,18,112.11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,2500,2500,0.1484,86.47,3,22708,5,24.78,0,1,3,0,15667,0.95,6,0,0,0,2507.63,2507.63,582.67,0,40,86.47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000,3000,3000,0.0788,93.85,0,28800,5,20.33,0,3,15,0,5158,0.819,31,0,0,0,1324.93,1324.93,216.67,14.97123069,13,108.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,3950,0.1645,98.24,4,19632,5,21.7,0,3,5,0,392,0.131,10,0,0,0,4421.566308,4366.3,421.57,0,19,3735.24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1867,154.56,5,24000,5,8.05,0,2,5,0,3243,0.28,6,0,0,0,3706.36,3706.36,1879.28,0,29,309.12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1558,144.58,3,82000,5,11.22,0,0,15,1,11108,0.312,22,0,0,0,7763.830449,7763.83,1763.83,0,33,4009.61,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6000,6000,6000,0.0788,187.69,0,68000,5,3.41,0,2,16,0,7109,0.187,26,0,0,0,6738.603702,6738.6,738.6,0,43,1112.76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,12000,11975,0.1361,407.87,2,110000,5,8.03,2,2,16,0,3714,0.125,40,0,0,0,12649.34345,12622.99,649.34,0,16,11022.57,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18000,18000,17975,0.1075,587.17,1,74000,5,15.13,3,2,11,0,5354,0.282,30,0,0,0,20459.55549,20431.14,2459.56,0,24,9326.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000,15000,14992.84838,0.1361,509.83,2,75000,5,10.22,0,1,15,0,22704,0.87,26,0,0,0,18354.63712,18344.56,3354.64,0,37,562.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14500,14500,14443.46619,0.1398,495.44,2,45600,5,24.68,0,0,13,0,14528,0.541,17,0,0,0,17837.13758,17766.28,3337.14,0,37,527.22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,3500,3500,0.1186,116.02,1,30000,5,11.04,2,0,5,0,665,0.277,9,0,0,0,4115.920323,4115.92,615.92,0,34,1226.09,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.0639,122.4,0,68004,5,0.69,0,0,10,0,2115,0.081,18,0,0,0,4406.670208,4406.67,406.67,0,37,130.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,2000,2000,0.0714,61.89,0,54000,5,5.47,0,0,4,0,6885,0.637,21,0,0,0,2227.672668,2227.67,227.67,0,47,240.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16000,16000,15775,0.1521,382.41,3,31000,5,7.74,0,2,8,0,10028,0.406,16,0,0,0,17770.25603,17520.36,1770.26,0,18,26.96,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000,25000,24950,0.1867,643.99,5,236004,5,23.23,0,2,7,0,21022,0.858,31,0,0,0,38521.93,38444.89,13521.93,0,67,3782.81,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,14000,13950,0.1149,307.83,1,72000,5,17.98,0,3,8,0,7077,0.289,17,0,0,0,18469.50001,18403.54,4469.5,0,61,376.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10750,10750,10750,0.1398,250.03,2,25000,5,17.95,0,1,3,0,17724,0.729,15,0,0,0,14848.19032,14848.19,4098.19,0,58,2608.26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,5996.625875,0.1361,138.4,2,32400,5,20.85,0,2,10,0,10932,0.185,19,0,0,0,7248.924208,7242.65,1248.93,0,32,4488.99,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,4000,4000,0.0676,123.07,0,63600,5,22.09,0,0,7,0,12758,0.519,21,0,0,0,4423.838129,4423.84,423.84,0,36,619.75,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.1038,155.75,1,22884,5,19.87,0,0,6,0,2194,0.158,9,0,0,0,5166.000393,5166,366,0,17,2810.89,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000,5000,4975,0.0788,156.41,0,45000,5,5.07,0,0,6,1,1426,0.15,13,0,0,0,5511.844621,5484.28,511.84,0,32,2388.53,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14000,14000,13900,0.1719,500.47,4,96500,5,5.47,0,1,10,0,29682,0.954,12,0,0,0,17770.40626,17643.47,3770.41,0,26,4284.74,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,14000,13875,0.0788,437.94,0,110004,5,7.36,0,0,7,0,10604,0.238,12,0,0,0,14226.75,14099.73,226.75,0,2,6420.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17000,17000,16675,0.1112,370.64,1,75000,5,10.37,1,0,13,0,12395,0.258,38,0,0,0,18265.70973,17916.51,1265.71,0,13,2198.66,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,5000,5000,0.0751,155.56,0,73200,5,8.98,0,2,11,0,8414,0.333,49,0,0,0,5594.852604,5594.85,594.85,0,44,636.24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,15000,14950,0.1186,497.22,1,60000,5,12.2,0,3,9,0,3470,0.176,42,0,0,0,17900.65026,17840.98,2900.65,0,37,539.4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1682,248.95,4,77520,5,6.35,0,0,4,0,3598,0.972,11,0,0,0,3936.81,3936.81,1231.62,0,21,248.95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22400,22400,22225,0.1323,512.32,2,48000,5,16.45,0,1,19,0,18009,0.405,35,0,0,0,30441.01503,30203.19,8041.02,0,58,5370.07,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,16000,15975,0.1112,524.73,1,60000,5,21.64,0,0,8,0,11391,0.682,11,0,0,0,18891.8646,18862.35,2891.86,0,37,589.56,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9950,0.1361,339.89,2,38004,5,23.43,1,0,8,0,10451,0.697,14,0,0,0,12240.01314,12178.81,2240.01,0,47,32.65,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,5900,0.1186,198.89,1,48996,5,23.17,0,0,11,0,36697,0.732,29,0,0,0,6907.792075,6792.66,907.79,0,32,26.63,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,10000,0.0788,312.82,0,95000,5,20.02,0,0,10,0,7773,0.555,32,0,0,0,11246.97315,11246.97,1231.33,15.64,39,1858.61,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7500,7500,7500,0.0676,230.76,0,27600,5,15.74,0,2,7,0,1905,0.119,17,0,0,0,8208.535292,8208.54,708.54,0,25,32.37,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
